   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.51772,             0.42749,             0.41422,             0.30225,            0.019516,            0.007667,            0.059196,             0.00976,             0.07821,              0.9513,             0.00051,              3.0679,              0.7742,             0.07285,             0.04753,             0.27775,              1.4307,             0.58931,              1.3279,                 0.2,              4.0307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.7447
             0.70146,             0.36379,             0.47199,             0.35902,             0.01925,           0.0086673,            0.060704,             0.00991,             0.07222,             0.97252,              0.0005,              3.1997,             0.84846,             0.06575,             0.04753,             0.31753,              1.3361,             0.63455,              1.2357,                 0.2,              4.0628,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.6579
             0.54865,             0.34211,              0.3304,             0.25454,            0.015268,           0.0064469,            0.044625,             0.00948,             0.09526,             0.94578,              0.0003,              3.2083,             0.56345,             0.09828,             0.03903,              0.2079,              1.2533,              0.5341,               1.251,                 0.2,              3.4491,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,               2.053
             0.41814,             0.42792,             0.32812,             0.24283,            0.020636,           0.0078794,            0.056168,             0.00928,             0.10501,             0.95889,             0.00025,              3.4067,             0.50058,             0.10154,              0.0482,             0.26121,              1.2933,              0.6034,               1.417,                 0.2,              2.8579,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.61725,             0.42799,             0.49466,             0.35658,            0.018859,           0.0066248,            0.047815,             0.00948,             0.09865,             0.94392,             0.00031,              3.1939,             0.55174,             0.09263,             0.03925,             0.24709,              1.3291,             0.54266,              1.2624,                 0.2,              3.1194,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
              0.2805,             0.44721,             0.24263,             0.19003,            0.014205,           0.0072897,            0.037258,             0.01036,             0.09526,             0.96632,              0.0004,              3.3906,             0.55174,             0.08861,             0.03918,                 0.2,              1.0022,             0.52486,              1.8207,                 0.2,              3.3862,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.60956,             0.41132,             0.49839,             0.37717,            0.013964,           0.0062756,            0.044989,             0.00948,             0.09026,                0.98,             0.00022,               3.182,             0.63856,             0.09388,             0.03127,             0.25066,              1.2933,             0.67977,               1.193,                 0.2,              2.1724,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.48333,             0.41973,             0.43928,             0.32558,            0.015289,           0.0063455,            0.044521,             0.00902,             0.08421,             0.94392,             0.00033,              3.3567,             0.55174,             0.09388,             0.03334,              0.2272,              1.2065,             0.57249,              1.1157,                 0.2,              3.1477,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.51725,              0.3116,             0.30633,             0.21091,            0.017989,           0.0068579,            0.049505,             0.01151,             0.11993,             0.93348,             0.00029,              3.2541,             0.59474,             0.09346,             0.04433,             0.23726,              1.2563,             0.47367,               1.251,                 0.2,              3.2397,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.71255,             0.32179,              0.4031,             0.29059,            0.017941,           0.0064901,            0.046502,              0.0098,             0.09851,             0.95245,             0.00032,              3.0516,              0.5354,             0.09462,             0.03725,             0.25066,              1.2294,             0.53508,               1.279,                 0.2,              3.0759,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.3277
             0.40067,             0.59021,             0.51307,             0.37546,            0.016958,           0.0058944,            0.046949,              0.0095,             0.09486,             0.94277,             0.00032,              3.1727,              0.5475,             0.09473,             0.03918,             0.25408,              1.2933,             0.52542,              1.2618,                 0.2,               3.131,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   2
             0.70384,             0.47206,              0.6116,             0.42575,            0.019152,           0.0079512,            0.048933,              0.0091,             0.10837,             0.95212,             0.00041,              4.0096,             0.63845,             0.09367,               0.039,             0.33009,              1.0736,             0.63363,              1.2938,                 0.2,              3.0197,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.2495
              0.5469,             0.49933,             0.55543,             0.38592,            0.018862,           0.0077578,            0.049849,             0.00888,             0.10838,             0.94419,             0.00043,                3.94,             0.65525,             0.09187,             0.03777,             0.31991,              1.0864,             0.64495,              1.3073,                 0.2,              3.0076,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,                   0,              2.4187
